#name	rank	LBI
694	1	12.0179959867
669	2	9.49900278032
758	3	9.4801007184
649	4	5.87557828752
814	5	5.44519829772
873	6	5.39552988201
225	7	5.32500040732
511	8	5.30580860278
272	9	5.12752973166
791	10	5.02786141547
426	11	4.85667005318
750	12	4.35707822448
187	13	4.15549834367
329	14	4.1072171908
805	15	4.06872302884
730	16	4.02936093736
903	17	3.99794287762
788	18	3.98697446505
784	19	3.97728015133
781	20	3.97646773849
770	21	3.89475750434
595	22	3.87263107652
691	23	3.83969797116
779	24	3.8363987907
681	25	3.81388656643
775	26	3.75056325633
776	27	3.74952737364
771	28	3.73901173772
759	29	3.7373937062
671	30	3.73363790622
682	31	3.71854969064
685	32	3.71390288989
764	33	3.7122256463
687	34	3.7021677111
675	35	3.67931489241
676	36	3.67615962445
670	37	3.65411747093
672	38	3.65352212939
777	39	3.65054956064
768	40	3.64989565505
772	41	3.64873240409
808	42	3.64184912097
760	43	3.64072830322
678	44	3.58990804715
673	45	3.58841037279
674	46	3.58642742763
778	47	3.58618422981
762	48	3.58110595729
763	49	3.58107735413
761	50	3.57756669564
767	51	3.57750383383
543	52	3.53878836646
109	53	3.40281830306
46	54	3.37744782699
479	55	3.33906957815
535	56	3.2177023367
902	57	3.15860176953
86	58	3.09013996196
273	59	3.04182009702
721	60	3.03648208608
872	61	2.97800240537
740	62	2.91206242468
839	63	2.89409437672
894	64	2.81540534303
715	65	2.81333123312
716	66	2.75664269072
705	67	2.75381738592
659	68	2.68115404169
631	69	2.67757497696
648	70	2.67461789109
887	71	2.66845493326
713	72	2.66047401743
711	73	2.64516374937
34	74	2.61020563053
697	75	2.5718059115
82	76	2.54487737705
703	77	2.54241093359
695	78	2.54187213749
701	79	2.53915900973
699	80	2.53707871823
704	81	2.52732740994
707	82	2.52414086363
888	83	2.50216522272
700	84	2.49792117195
836	85	2.47880437048
658	86	2.47860117197
446	87	2.47302926478
655	88	2.46061920165
284	89	2.43981993596
283	90	2.43147171631
696	91	2.42516225522
698	92	2.42395600975
237	93	2.41584564044
232	94	2.39481263154
755	95	2.38604777746
306	96	2.36000771188
250	97	2.35028769537
653	98	2.34525853362
663	99	2.34442437524
651	100	2.34282361222
425	101	2.34030827872
832	102	2.33953892899
438	103	2.32884837182
519	104	2.30829073181
801	105	2.28292085482
822	106	2.27663460344
531	107	2.27239506843
817	108	2.27058603226
885	109	2.26716115165
281	110	2.26344996397
228	111	2.26282026764
240	112	2.25320590099
828	113	2.25174022837
207	114	2.24159880235
877	115	2.24083984264
806	116	2.2402570067
849	117	2.24008507838
652	118	2.23944480015
824	119	2.23844217871
821	120	2.23392855261
234	121	2.22311478229
522	122	2.21734876315
516	123	2.21038815595
816	124	2.20929709187
815	125	2.20750461717
529	126	2.20530439718
829	127	2.19908004528
434	128	2.1939622298
874	129	2.19023375389
242	130	2.18738728183
287	131	2.1854984474
825	132	2.17112797915
227	133	2.16741619276
280	134	2.15883940745
884	135	2.15297253812
876	136	2.15018148991
794	137	2.14870403278
558	138	2.14670735541
818	139	2.14530776786
820	140	2.14529172163
819	141	2.14529172163
63	142	2.13393262769
514	143	2.13248101549
875	144	2.1269023529
880	145	2.12607779975
226	146	2.12554723152
586	147	2.11625098368
725	148	2.10791261161
800	149	2.09553212134
746	150	2.09135762935
274	151	2.09088030422
789	152	2.08587100093
726	153	2.08331388127
827	154	2.08114346502
410	155	2.08059351249
605	156	2.0745067087
430	157	2.06946641879
799	158	2.06081415034
881	159	2.0607519381
878	160	2.06064590221
823	161	2.05414516653
32	162	2.05335596298
256	163	2.04888092932
468	164	2.04747387621
387	165	2.03254143179
279	166	2.02723931775
792	167	2.025926963
515	168	2.0209774587
493	169	2.00788381873
442	170	1.990685621
406	171	1.98346698036
347	172	1.98058345252
277	173	1.98024404053
796	174	1.96384628971
275	175	1.96167392507
57	176	1.95268426145
197	177	1.95161670668
427	178	1.95081034049
795	179	1.92606729617
793	180	1.92430301294
787	181	1.91812123181
171	182	1.89306083875
245	183	1.88100888007
741	184	1.88090764857
356	185	1.87744142025
339	186	1.87016038652
66	187	1.86102575739
501	188	1.85867107013
129	189	1.84201290819
342	190	1.83102768385
620	191	1.83067643629
898	192	1.82838906764
330	193	1.81975644278
343	194	1.81217441488
127	195	1.80834720975
337	196	1.80702225002
341	197	1.80672067233
332	198	1.7790093214
642	199	1.77007435408
205	200	1.76964266399
640	201	1.76667965517
192	202	1.75290134252
732	203	1.74234582762
752	204	1.74031124064
193	205	1.73290034117
469	206	1.7267413577
692	207	1.72507523636
905	208	1.70883434834
912	209	1.70735691635
897	210	1.69692473326
906	211	1.69566231084
601	212	1.69367526051
551	213	1.69165729163
739	214	1.68991028627
159	215	1.67561663562
751	216	1.67426991868
549	217	1.66980544022
783	218	1.66631362469
786	219	1.66609081922
189	220	1.66564422681
363	221	1.66222015213
844	222	1.65712350486
94	223	1.65593644336
336	224	1.64812819741
334	225	1.64636455358
907	226	1.6449984467
911	227	1.63514820348
843	228	1.63331661907
489	229	1.6268509973
737	230	1.62345100647
602	231	1.62056245282
734	232	1.61989825889
139	233	1.61460293591
910	234	1.60747168749
908	235	1.60645400787
909	236	1.60626149341
773	237	1.60500824624
188	238	1.59906628486
596	239	1.5978361363
686	240	1.59543437017
423	241	1.5808512623
97	242	1.57438669268
688	243	1.57273294173
656	244	1.56349578939
599	245	1.56177079815
54	246	1.56122752254
73	247	1.56117273937
731	248	1.55289296727
780	249	1.54659775323
813	250	1.54124026381
52	251	1.53969075579
48	252	1.53872070013
785	253	1.53371908908
120	254	1.53091315498
92	255	1.52856722026
448	256	1.51328312615
679	257	1.51004635844
810	258	1.50614217586
541	259	1.48774410091
451	260	1.47826335359
812	261	1.47587334916
465	262	1.46236269891
536	263	1.4598592263
629	264	1.45739984666
717	265	1.45173187792
684	266	1.43659561155
683	267	1.43521173431
766	268	1.42816665542
115	269	1.42551511931
110	270	1.42319879489
419	271	1.42025004153
769	272	1.41025066689
50	273	1.40957286809
488	274	1.39488562655
216	275	1.37385251748
483	276	1.36377463377
353	277	1.36302677413
72	278	1.35292548837
537	279	1.34120053
753	280	1.34084700161
616	281	1.3371651027
87	282	1.33348242008
889	283	1.33035879117
861	284	1.32389011221
610	285	1.31932801558
90	286	1.30264054181
840	287	1.30208229861
486	288	1.29931661528
328	289	1.28964283111
757	290	1.2854858811
895	291	1.28264911351
722	292	1.27431741334
833	293	1.26881087767
291	294	1.26840147231
624	295	1.26134419168
584	296	1.26071835026
386	297	1.25999039447
84	298	1.25042144483
263	299	1.24504571965
266	300	1.23767573879
433	301	1.23508415093
314	302	1.2239289677
706	303	1.22368263673
153	304	1.22212129056
709	305	1.22211571855
409	306	1.2189621886
42	307	1.2128988572
854	308	1.20406811649
89	309	1.20225989095
253	310	1.19169423363
313	311	1.1912982707
636	312	1.18636015484
285	313	1.17833878857
31	314	1.17649900065
441	315	1.17050835486
447	316	1.16412369083
657	317	1.16090463118
294	318	1.15561969096
634	319	1.15513456361
532	320	1.13984613842
890	321	1.12322112896
308	322	1.12136973633
525	323	1.11926954526
36	324	1.11593352412
307	325	1.11302375579
632	326	1.11213766499
178	327	1.11072877204
837	328	1.10807651232
301	329	1.10338257619
471	330	1.10254860428
220	331	1.09520310758
229	332	1.09452457868
490	333	1.08979442877
243	334	1.08869302459
517	335	1.08355424031
569	336	1.07795516441
286	337	1.06410402871
316	338	1.06363016475
561	339	1.06295606714
749	340	1.06184923377
254	341	1.05579102882
742	342	1.05553466458
661	343	1.05076758243
298	344	1.04791467688
209	345	1.04785540178
102	346	1.04227245551
608	347	1.0410287134
803	348	1.03538094059
392	349	1.03355937765
497	350	1.02954277148
194	351	1.02854989901
257	352	1.02852203308
592	353	1.02486999066
311	354	1.02285823953
276	355	1.02244728881
393	356	1.02172500469
607	357	1.02023503126
807	358	1.01829224444
335	359	1.01765447918
251	360	1.01753830189
357	361	1.00958449033
756	362	1.00788932716
735	363	1.00538089937
637	364	1.00483900285
292	365	1.00213661535
417	366	1.00206697498
247	367	1.00108037004
309	368	0.998173110011
512	369	0.992458385894
748	370	0.98961080258
798	371	0.98179579558
122	372	0.976868015873
646	373	0.976282758449
506	374	0.975211495905
388	375	0.974224698725
575	376	0.969845572351
133	377	0.969744730105
727	378	0.959777270453
459	379	0.945779680675
373	380	0.941910808635
588	381	0.941837201371
131	382	0.941022486483
358	383	0.937768095275
576	384	0.936435908646
176	385	0.928596117023
252	386	0.927691536265
826	387	0.926748176287
11	388	0.924783106405
149	389	0.923070915701
195	390	0.92193229678
65	391	0.918161653696
399	392	0.91782503841
559	393	0.917801096555
70	394	0.913075604665
144	395	0.912682791994
449	396	0.912480037295
190	397	0.911402648062
44	398	0.901950498749
802	399	0.901739723337
641	400	0.90153658131
128	401	0.896226669716
444	402	0.896213804
729	403	0.895125349595
93	404	0.894616479988
411	405	0.892952175192
78	406	0.892683179228
414	407	0.892332678144
542	408	0.890029907912
208	409	0.886664124243
797	410	0.886081268812
59	411	0.885271355785
570	412	0.88404836628
146	413	0.877826257032
58	414	0.870241753919
206	415	0.869681334423
200	416	0.869421830464
859	417	0.865498718399
782	418	0.86375176911
429	419	0.855469338786
879	420	0.854190719136
64	421	0.84693977338
199	422	0.845150358522
421	423	0.844802527344
99	424	0.844423715525
428	425	0.844151927537
587	426	0.840372761541
590	427	0.840313931683
689	428	0.839472136955
303	429	0.839235004506
43	430	0.838358943719
747	431	0.831102611599
413	432	0.826773803626
845	433	0.825640954271
603	434	0.817799068708
340	435	0.814922217835
579	436	0.814696949472
450	437	0.811976551497
503	438	0.809940697338
113	439	0.808498987104
80	440	0.805634797926
367	441	0.804892329777
644	442	0.803275123581
495	443	0.800014866057
457	444	0.795484377472
75	445	0.789222546349
552	446	0.789216730676
573	447	0.78387474708
635	448	0.782708877563
733	449	0.767367012
863	450	0.765213064329
215	451	0.765140660637
211	452	0.765043087175
366	453	0.764007863832
611	454	0.757309378273
173	455	0.757040989346
811	456	0.756998776822
899	457	0.751682764022
333	458	0.747595763333
617	459	0.746878364182
480	460	0.743221907762
385	461	0.739482770022
900	462	0.736858918799
364	463	0.735468409022
846	464	0.735414262009
415	465	0.732178564428
467	466	0.72818528073
85	467	0.723734541314
17	468	0.722116852432
462	469	0.721711919042
163	470	0.718193916632
600	471	0.716845093283
719	472	0.715134266729
484	473	0.709650874916
424	474	0.706401563977
23	475	0.700148387619
693	476	0.700028592706
680	477	0.697953110983
565	478	0.693891171048
443	479	0.688466721556
913	480	0.688377808415
618	481	0.6835529419
665	482	0.679303029858
181	483	0.678801458719
435	484	0.676928409242
527	485	0.675958894288
320	486	0.675560758812
361	487	0.675162122225
265	488	0.674248477924
745	489	0.671544851764
157	490	0.670405663105
296	491	0.667604151431
297	492	0.667441470972
374	493	0.665637337414
523	494	0.665553786551
474	495	0.664247577015
743	496	0.66226002646
896	497	0.66177965729
230	498	0.659482220052
235	499	0.659364741809
106	500	0.6568763899
866	501	0.656849475732
738	502	0.656055124421
143	503	0.655615643813
492	504	0.654530552974
142	505	0.653854418015
140	506	0.653359895274
563	507	0.65236216989
295	508	0.65077562566
581	509	0.650382992892
851	510	0.650105609274
299	511	0.647218255152
487	512	0.647143005158
841	513	0.64538586226
162	514	0.642404070356
598	515	0.640715389238
98	516	0.640265189521
